date,jyo_cd,race_no,rank1_course,rank2_course,payout_2nd
2024-04-09,08,4,1,6,1900
2024-04-09,08,5,1,3,400
2024-04-09,08,6,4,6,7300
2024-04-09,08,7,2,5,6100
2024-04-09,08,8,1,6,1200
2024-04-09,08,9,6,5,9100
2024-04-09,08,10,1,5,900
2024-04-09,10,1,1,2,700
2024-04-09,10,2,2,1,1000
2024-04-09,10,3,1,3,600
2024-04-09,10,4,1,2,600
2024-04-09,10,5,1,4,1500
2024-04-09,10,6,1,4,800
2024-04-09,10,7,3,1,1000
2024-04-09,10,8,1,3,700
2024-04-09,10,9,1,4,700
2024-04-09,10,10,1,3,900
2024-04-09,11,1,1,2,400
2024-04-09,11,2,1,2,800
2024-04-09,11,3,1,5,1100
2024-04-09,11,4,1,2,500
2024-04-09,11,5,1,3,800
2024-04-09,11,6,1,3,1000
2024-04-09,11,7,1,2,500
2024-04-09,11,8,1,2,600
2024-04-09,11,9,1,2,600
2024-04-09,11,10,5,3,6600
2024-04-09,17,1,1,3,600
2024-04-09,17,2,2,3,2400
2024-04-09,17,3,1,4,1000
2024-04-09,17,4,2,1,900
2024-04-09,17,5,1,3,700
2024-04-09,17,6,1,6,1100
2024-04-09,17,7,4,2,4000
2024-04-09,17,8,1,5,800
2024-04-09,17,9,1,3,800
2024-04-09,17,10,1,5,1500
2024-04-09,17,11,2,1,700
2024-04-09,17,12,1,3,400
2024-04-09,22,1,1,3,600
2024-04-09,22,2,1,5,1400
2024-04-09,22,3,3,1,1700
2024-04-09,22,4,1,3,500
2024-04-09,22,5,1,6,2400
2024-04-09,22,6,4,6,12100
2024-04-09,22,7,1,4,1000
2024-04-09,22,8,1,3,1300
2024-04-09,22,9,6,3,7200
2024-04-09,22,10,3,1,1000
2024-04-09,22,11,2,1,600
2024-04-09,22,12,1,5,1400
2024-04-09,03,1,1,3,500
2024-04-09,03,2,1,3,600
2024-04-09,03,3,3,5,5500
2024-04-09,03,4,1,2,500
2024-04-09,03,5,1,2,600
2024-04-09,03,6,2,5,4500
2024-04-09,03,7,1,4,900
2024-04-09,03,8,1,4,600
2024-04-09,03,9,3,2,2700
2024-04-09,03,10,1,2,400
2024-04-09,03,11,6,1,2900
2024-04-09,03,12,1,2,700
2024-04-09,15,1,1,3,700
2024-04-09,15,2,1,6,2100
2024-04-09,15,3,1,2,600
2024-04-09,15,4,1,2,500
2024-04-09,15,5,1,5,1300
2024-04-09,15,6,3,4,4700
2024-04-09,15,7,4,1,1700
2024-04-09,15,8,1,6,2400
2024-04-09,15,9,1,5,1100
2024-04-09,15,10,1,6,1900
2024-04-10,19,1,6,1,2100
2024-04-10,19,2,1,3,1200
2024-04-10,19,3,2,1,900
2024-04-10,19,4,1,2,400
2024-04-10,19,5,2,5,2700
2024-04-10,19,6,4,2,3300
2024-04-10,19,7,1,3,600
2024-04-10,19,8,3,5,6400
2024-04-10,19,9,1,2,400
2024-04-10,19,10,6,1,3000
2024-04-10,19,11,1,4,1100
2024-04-10,19,12,1,2,500
2024-04-10,13,1,2,1,600
2024-04-10,13,2,1,3,500
2024-04-10,13,3,1,2,600
2024-04-10,13,4,2,1,1100
2024-04-10,13,5,1,6,1200
2024-04-10,13,6,1,3,600
2024-04-10,13,7,2,1,800
2024-04-10,13,8,1,5,1100
2024-04-10,13,9,1,2,600
2024-04-10,13,10,5,4,5400
2024-04-10,13,11,1,3,700
2024-04-10,13,12,2,6,5200
2024-04-10,09,1,3,1,900
2024-04-10,09,2,4,2,3900
2024-04-10,09,3,3,1,1300
2024-04-10,09,4,1,6,1500
2024-04-10,09,5,2,3,2300
2024-04-10,09,6,3,1,900
2024-04-10,09,7,1,2,500
2024-04-10,09,8,2,3,2400
2024-04-10,09,9,5,1,2900
2024-04-10,09,10,1,3,1100
2024-04-10,09,11,5,3,4600
2024-04-10,02,1,3,2,2000
2024-04-10,02,2,1,4,900
2024-04-10,02,3,1,2,700
2024-04-10,02,4,2,1,900
2024-04-10,02,5,4,1,1400
2024-04-10,02,6,1,5,1200
2024-04-10,02,7,1,3,1100
2024-04-10,02,8,1,4,800
2024-04-10,02,9,2,1,1000
2024-04-10,02,10,1,2,500
2024-04-10,06,1,1,2,600
2024-04-10,06,2,4,1,1800
2024-04-10,06,3,1,6,1700
2024-04-10,06,4,3,1,1700
2024-04-10,06,5,2,1,800
2024-04-10,06,6,2,1,1500
2024-04-10,06,7,4,1,1000
2024-04-10,06,8,1,3,1400
2024-04-10,06,9,1,2,600
2024-04-10,06,10,1,3,800
2024-04-10,06,11,1,3,700
2024-04-10,18,1,2,1,800
2024-04-10,18,2,2,1,900
2024-04-10,18,3,1,4,700
2024-04-10,18,4,1,2,700
2024-04-10,18,5,1,2,500
2024-04-10,18,6,2,1,900
2024-04-10,18,7,5,1,3000
2024-04-10,18,8,1,3,900
2024-04-10,18,9,5,3,9200
2024-04-10,18,10,1,3,700
2024-04-10,18,11,1,3,800
2024-04-10,12,1,2,6,7900
2024-04-10,12,2,6,3,5200
2024-04-10,12,3,1,3,500
2024-04-10,12,4,1,2,600
2024-04-10,12,5,5,1,2500
2024-04-10,12,6,1,2,700
2024-04-10,12,7,5,2,6800
2024-04-10,12,8,3,4,5100
2024-04-10,12,9,1,5,1600
2024-04-10,12,10,1,5,1200
2024-04-10,14,1,3,4,4200
2024-04-10,14,2,1,3,700
2024-04-10,14,3,2,1,900
2024-04-10,14,4,1,2,900
2024-04-10,14,5,1,2,600
2024-04-10,14,6,3,1,900
2024-04-10,14,7,2,1,800
2024-04-10,14,8,3,1,1400
2024-04-10,14,9,2,1,500
2024-04-10,14,10,1,6,1600
2024-04-10,20,1,1,2,600
2024-04-10,20,2,4,1,1900
2024-04-10,20,3,2,4,2800
2024-04-10,20,4,1,5,1500
2024-04-10,20,5,1,6,1500
2024-04-10,20,6,1,6,1600
2024-04-10,20,7,1,4,1500
2024-04-10,20,8,4,1,2300
2024-04-10,20,9,1,4,1000
2024-04-10,20,10,2,1,1500
2024-04-11,12,1,4,1,1500
2024-04-11,12,2,3,2,3100
2024-04-11,12,3,1,4,1100
2024-04-11,12,4,3,1,800
2024-04-11,12,5,1,5,1100
2024-04-11,12,6,1,2,500
2024-04-11,12,7,2,1,1200
2024-04-11,12,8,5,1,1500
2024-04-11,12,9,4,1,1700
2024-04-11,12,10,3,1,1300
2024-04-11,12,11,1,2,800
2024-04-11,24,1,1,3,700
2024-04-11,24,2,2,1,700
2024-04-11,24,3,1,2,700
2024-04-11,24,4,2,1,700
2024-04-11,24,5,1,5,1400
2024-04-11,24,6,1,5,1400
2024-04-11,24,7,2,1,800
2024-04-11,24,8,3,2,2800
2024-04-11,24,9,1,3,1300
2024-04-11,24,10,1,2,700
2024-04-11,24,11,5,4,4700
2024-04-11,04,1,1,2,500
2024-04-11,04,2,1,5,600
2024-04-11,04,3,1,5,1600
2024-04-11,04,4,6,2,5200
2024-04-11,04,5,2,1,800
2024-04-11,04,6,2,3,3300
2024-04-11,04,7,1,2,600
2024-04-11,04,8,1,5,800
2024-04-11,04,9,1,3,900
2024-04-11,04,10,1,2,1300
2024-04-11,11,1,1,2,600
2024-04-11,11,2,1,4,600
2024-04-11,11,3,1,3,1100
2024-04-11,11,4,1,3,800
2024-04-11,11,5,1,2,500
2024-04-11,11,6,4,3,6500
2024-04-11,11,7,1,4,1000
2024-04-11,11,8,1,2,700
2024-04-11,11,9,1,2,700
2024-04-11,11,10,3,4,2900
2024-04-11,11,11,1,2,600
2024-04-11,11,12,3,4,3800
2024-04-11,05,1,1,6,1700
2024-04-11,05,2,2,1,600
2024-04-11,05,3,1,6,1300
2024-04-11,05,4,1,3,900
2024-04-11,05,5,1,3,700
2024-04-11,05,6,1,3,1000
2024-04-11,05,7,2,6,5800
2024-04-11,05,8,1,3,800
2024-04-11,05,9,5,2,5300
2024-04-11,05,10,1,2,600
2024-04-11,05,11,1,2,600
2024-04-11,05,12,1,2,700
2024-04-11,15,1,3,1,1000
2024-04-11,15,2,1,3,600
2024-04-11,15,3,4,3,3300
2024-04-11,15,4,4,1,1200
2024-04-11,15,5,1,4,1200
2024-04-11,15,6,4,1,2000
2024-04-11,15,7,1,3,1000
2024-04-11,15,8,1,5,800
2024-04-11,15,9,1,2,700
2024-04-11,15,10,1,2,1200
2024-04-11,15,11,1,3,700
2024-04-11,15,12,1,2,500
2024-04-12,06,1,3,1,900
2024-04-12,06,2,1,2,600
2024-04-12,06,3,2,4,4600
2024-04-12,06,4,3,4,6100
2024-04-12,06,5,2,1,900
2024-04-12,06,6,1,5,1900
2024-04-12,06,7,3,1,1000
2024-04-12,06,8,1,2,900
2024-04-12,06,9,4,2,3600
2024-04-12,06,10,1,6,1700
2024-04-12,19,1,3,4,4400
2024-04-12,19,2,3,1,800
2024-04-12,19,3,2,4,2400
2024-04-12,19,4,5,1,2400
2024-04-12,19,5,2,1,1100
2024-04-12,19,6,1,3,900
2024-04-12,19,7,1,5,1200
2024-04-12,19,8,1,3,600
2024-04-12,19,9,1,2,400
2024-04-12,19,10,3,1,1300
2024-04-12,19,11,6,1,1900
2024-04-12,19,12,1,6,1800
2024-04-12,03,1,1,4,900
2024-04-12,03,2,3,1,1300
2024-04-12,03,3,1,3,600
2024-04-12,03,4,5,1,1900
2024-04-12,03,5,1,3,1200
2024-04-12,03,6,2,1,800
2024-04-12,03,7,1,5,800
2024-04-12,03,8,1,2,700
2024-04-12,03,9,1,3,900
2024-04-12,03,10,1,5,1200
2024-04-12,03,11,1,3,1700
2024-04-12,03,12,4,1,1000
2024-04-12,22,1,2,4,4000
2024-04-12,22,2,1,2,600
2024-04-12,22,3,1,4,900
2024-04-12,22,4,1,3,500
2024-04-12,22,5,2,6,4400
2024-04-12,22,6,1,5,1700
2024-04-12,22,7,1,6,1700
2024-04-12,22,8,1,2,500
2024-04-12,22,9,4,2,3800
2024-04-12,22,10,1,4,1600
2024-04-12,22,11,1,5,1100
2024-04-12,22,12,1,2,600
2024-04-12,20,1,3,1,1200
2024-04-12,20,2,1,3,600
2024-04-12,20,3,6,1,3000
2024-04-12,20,4,3,1,1100
2024-04-12,20,5,1,2,600
2024-04-12,20,6,3,4,4100
2024-04-12,20,7,2,1,1100
2024-04-12,20,8,1,3,900
2024-04-12,20,9,1,4,800
2024-04-12,20,10,1,2,700
2024-04-12,20,11,1,2,700
2024-04-12,20,12,3,1,1700
2024-04-12,15,1,1,5,2000
2024-04-12,15,2,4,3,2800
2024-04-12,15,3,2,6,3700
2024-04-12,15,4,1,3,500
2024-04-12,15,5,3,1,1400
2024-04-12,15,6,1,2,600
2024-04-12,15,7,3,4,2300
2024-04-12,15,8,2,3,2400
2024-04-12,15,9,4,3,1700
2024-04-12,15,10,1,6,2400
2024-04-12,15,11,2,3,2400
2024-04-12,17,1,5,3,4600
2024-04-12,17,2,2,3,3500
2024-04-12,17,3,1,4,1100
2024-04-12,17,4,1,3,900
2024-04-12,17,5,1,3,1000
2024-04-12,17,6,2,1,800
2024-04-12,17,7,3,1,1300
2024-04-12,17,8,4,6,13500
2024-04-12,17,9,4,1,1400
2024-04-12,17,10,5,1,1700
2024-04-12,17,11,5,1,2400
2024-04-12,11,1,5,1,1200
2024-04-12,11,2,2,5,5000
2024-04-12,11,3,2,1,700
2024-04-12,11,4,3,1,1100
2024-04-12,11,5,5,1,2800
2024-04-12,11,6,2,3,3100
2024-04-12,11,7,3,1,900
2024-04-12,11,8,1,2,700
2024-04-12,11,9,1,4,1000
2024-04-12,11,10,2,1,1000
2024-04-12,24,1,2,1,1200
2024-04-12,24,2,1,5,900
2024-04-12,24,3,1,5,2100
2024-04-12,24,4,2,6,5500
2024-04-12,24,5,1,5,900
2024-04-12,24,6,1,2,900
2024-04-12,24,7,1,2,400
2024-04-12,24,8,3,1,1700
2024-04-12,24,9,1,6,1000
2024-04-12,24,10,1,3,900
2024-04-12,24,11,2,1,1200
2024-04-12,24,12,1,2,700
2024-04-12,14,1,6,5,10200
2024-04-12,14,2,3,4,4900
2024-04-12,14,3,1,4,1000
2024-04-12,14,4,2,3,2100
2024-04-12,14,5,2,1,800
2024-04-12,14,6,3,1,1300
2024-04-12,14,7,1,3,700
2024-04-12,14,8,1,2,600
2024-04-12,14,9,3,1,900
2024-04-12,14,10,3,4,5900
2024-04-12,14,11,1,3,900
2024-04-13,12,1,1,4,700
2024-04-13,12,2,1,2,600
2024-04-13,12,3,1,2,600
2024-04-13,12,4,3,2,1800
2024-04-13,12,5,4,2,3700
2024-04-13,12,6,1,2,500
2024-04-13,12,7,4,2,4300
2024-04-13,12,8,1,2,800
2024-04-13,12,9,1,2,600
2024-04-13,12,10,1,3,900
2024-04-13,12,11,1,2,500
2024-04-13,14,1,5,1,1400
2024-04-13,14,2,2,4,3400
2024-04-13,14,3,5,2,6600
2024-04-13,14,4,1,4,1300
2024-04-13,14,5,1,2,700
2024-04-13,14,6,3,2,1800
2024-04-13,14,7,2,4,3100
2024-04-13,14,8,6,5,6500
2024-04-13,14,9,3,5,4100
2024-04-13,14,10,1,2,800
2024-04-13,14,11,1,5,1500
2024-04-13,18,1,2,1,1000
2024-04-13,18,2,1,2,800
2024-04-13,18,3,1,3,900
2024-04-13,18,4,5,1,1800
2024-04-13,18,5,1,2,1000
2024-04-13,18,6,2,1,1100
2024-04-13,18,7,1,2,900
2024-04-13,18,8,2,1,1400
2024-04-13,18,9,5,1,1100
2024-04-13,18,10,1,3,1100
2024-04-13,01,1,3,1,700
2024-04-13,01,2,1,3,600
2024-04-13,01,3,1,3,600
2024-04-13,01,4,2,3,1200
2024-04-13,01,5,1,4,800
2024-04-13,01,6,1,5,1000
2024-04-13,01,7,1,3,600
2024-04-13,01,8,3,1,1800
2024-04-13,01,9,1,4,1200
2024-04-13,01,10,3,6,8500
2024-04-13,09,1,1,2,600
2024-04-13,09,2,1,2,1500
2024-04-13,09,3,3,1,1600
2024-04-13,09,4,1,6,1700
2024-04-13,09,5,1,5,700
2024-04-13,09,6,1,4,800
2024-04-13,09,7,5,1,1900
2024-04-13,09,8,1,2,600
2024-04-13,09,9,1,5,900
2024-04-13,09,10,4,1,2700
2024-04-13,04,1,1,4,1000
2024-04-13,04,2,1,2,500
2024-04-13,04,3,2,3,3000
2024-04-13,04,4,4,5,4600
2024-04-13,04,5,2,4,2900
2024-04-13,04,6,1,4,900
2024-04-13,04,7,1,3,700
2024-04-13,04,8,4,1,1000
2024-04-13,04,9,2,1,900
2024-04-13,04,10,1,2,600
2024-04-13,04,11,2,1,700
2024-04-13,22,1,1,2,900
2024-04-13,22,2,1,2,1600
2024-04-13,22,3,1,2,600
2024-04-13,22,4,4,1,1300
2024-04-13,22,5,1,2,800
2024-04-13,22,6,1,6,1700
2024-04-13,22,7,1,2,600
2024-04-13,22,8,1,2,600
2024-04-13,22,9,3,1,1300
2024-04-13,22,10,3,1,900
2024-04-13,13,1,1,2,1100
2024-04-13,13,2,1,4,1200
2024-04-13,13,3,4,1,1100
2024-04-13,13,4,5,3,5300
2024-04-13,13,5,1,2,1300
2024-04-13,13,6,3,1,1900
2024-04-13,13,7,2,3,2600
2024-04-13,13,8,1,2,1000
2024-04-13,13,9,1,5,1800
2024-04-13,13,10,1,2,900
2024-04-13,02,1,5,1,2700
2024-04-13,02,2,1,2,800
2024-04-13,02,3,2,1,1000
2024-04-13,02,4,1,5,1200
2024-04-13,02,5,1,4,800
2024-04-13,02,6,1,2,800
2024-04-13,02,7,3,6,5600
2024-04-13,02,8,1,5,1200
2024-04-13,02,9,1,2,500
2024-04-13,02,10,3,2,2800
2024-04-13,02,11,1,5,1000
2024-04-13,02,12,3,1,800
2024-04-13,03,1,3,4,3800
2024-04-13,03,2,1,3,700
2024-04-13,03,3,1,3,800
2024-04-13,03,4,2,6,2900
2024-04-13,03,5,5,1,1500
2024-04-13,03,6,1,3,700
2024-04-13,03,7,1,5,900
2024-04-13,03,8,5,3,5000
2024-04-13,03,9,1,2,600
2024-04-13,03,10,1,2,400
2024-04-13,24,1,4,1,1700
2024-04-13,24,2,3,1,1000
2024-04-13,24,3,3,1,900
2024-04-13,24,4,5,1,2300
2024-04-13,24,5,1,5,1300
2024-04-13,24,6,1,2,900
2024-04-13,24,7,5,1,2300
2024-04-13,24,8,1,3,600
2024-04-13,24,9,1,3,600
2024-04-13,24,10,2,1,700
2024-04-13,24,11,3,2,2500
2024-04-14,06,1,4,1,1500
2024-04-14,06,2,1,2,500
2024-04-14,06,3,1,2,400
2024-04-14,06,4,1,4,1000
2024-04-14,06,5,3,4,3200
2024-04-14,06,6,1,2,600
2024-04-14,06,7,1,2,800
2024-04-14,06,8,2,3,1900
2024-04-14,06,9,1,2,1500
2024-04-14,06,10,1,4,800
2024-04-14,06,11,1,2,600
2024-04-14,06,12,2,4,2000
2024-04-14,21,1,5,2,5900
2024-04-14,21,2,3,1,900
2024-04-14,21,3,2,1,1000
2024-04-14,21,4,5,1,1400
2024-04-14,21,5,1,2,900
2024-04-14,21,6,3,4,6900
2024-04-14,21,7,1,2,700
2024-04-14,21,8,1,3,600
2024-04-14,21,9,1,4,1300
2024-04-14,21,10,3,1,800
2024-04-14,04,1,4,1,1400
2024-04-14,04,2,1,5,1200
2024-04-14,04,3,2,1,1000
2024-04-14,04,4,2,4,2700
2024-04-14,04,5,3,6,6200
2024-04-14,04,6,1,2,900
2024-04-14,04,7,1,2,500
2024-04-14,04,8,1,3,800
2024-04-14,04,9,1,5,800
2024-04-14,04,10,1,2,500
2024-04-14,04,11,1,4,1200
2024-04-14,04,12,1,4,800
2024-04-14,13,1,5,4,5500
2024-04-14,13,2,1,5,1800
2024-04-14,13,3,1,2,600
2024-04-14,13,4,4,1,4000
2024-04-14,13,5,1,3,900
2024-04-14,13,6,1,4,1100
2024-04-14,13,7,1,4,900
2024-04-14,13,8,1,4,1000
2024-04-14,13,9,1,5,1300
2024-04-14,13,10,2,5,4600
2024-04-14,10,1,4,3,4700
2024-04-14,10,2,1,3,500
2024-04-14,10,3,1,5,800
2024-04-14,10,4,1,3,600
2024-04-14,10,5,5,1,1900
2024-04-14,10,6,1,2,600
2024-04-14,10,7,1,2,600
2024-04-14,10,8,1,4,800
2024-04-14,10,9,1,4,1300
2024-04-14,10,10,1,2,1000
2024-04-14,07,1,2,1,1100
2024-04-14,07,2,1,3,700
2024-04-14,07,3,2,4,2100
2024-04-14,07,4,3,1,700
2024-04-14,07,5,1,3,600
2024-04-14,07,6,1,3,800
2024-04-14,07,7,3,1,900
2024-04-14,07,8,2,1,900
2024-04-14,07,9,1,2,600
2024-04-14,07,10,1,2,900
2024-04-14,12,1,1,2,400
2024-04-14,12,2,5,1,1600
2024-04-14,12,3,5,1,2800
2024-04-14,12,4,2,1,800
2024-04-14,12,5,1,6,1500
2024-04-14,12,6,1,5,900
2024-04-14,12,7,1,2,400
2024-04-14,12,8,1,3,600
2024-04-14,12,9,1,2,400
2024-04-14,12,10,1,4,1000
2024-04-14,12,11,3,2,2900
2024-04-14,12,12,1,2,1200
2024-04-15,02,1,1,4,1100
2024-04-15,02,2,3,4,6000
2024-04-15,02,3,3,1,1100
2024-04-15,02,4,1,3,500
2024-04-15,02,5,1,3,1000
2024-04-15,02,6,2,1,1200
2024-04-15,02,7,1,4,1500
2024-04-15,02,8,1,6,1200
2024-04-15,02,9,1,6,1400
2024-04-15,02,10,3,1,800
2024-04-15,21,1,6,1,1800
2024-04-15,21,2,2,1,700
2024-04-15,21,3,5,1,2900
2024-04-15,21,4,1,3,800
2024-04-15,21,5,1,3,1100
2024-04-15,21,6,5,2,6400
2024-04-15,21,7,1,6,1200
2024-04-15,21,8,2,6,4400
2024-04-15,21,9,3,4,3300
2024-04-15,21,10,1,2,800
2024-04-15,21,11,1,3,800
2024-04-15,24,1,5,1,2000
2024-04-15,24,2,3,2,2100
2024-04-15,24,3,3,2,2200
2024-04-15,24,4,5,1,1200
2024-04-15,24,5,1,3,1000
2024-04-15,24,6,1,2,800
2024-04-15,24,7,1,3,1000
2024-04-15,24,8,1,2,600
2024-04-15,24,9,1,2,400
2024-04-15,24,10,6,1,4000
2024-04-15,24,11,3,1,1100
2024-04-15,24,12,1,2,600
2024-04-15,05,1,1,5,900
2024-04-15,05,2,1,2,600
2024-04-15,05,3,1,2,600
2024-04-15,05,4,2,1,1100
2024-04-15,05,5,1,3,700
2024-04-15,05,6,2,4,4000
2024-04-15,05,7,1,6,1700
2024-04-15,05,8,1,4,1200
2024-04-15,05,9,2,5,7000
2024-04-15,05,10,6,1,2800
2024-04-15,05,11,1,2,700
2024-04-15,05,12,4,6,10000
2024-04-15,15,1,1,5,700
2024-04-15,15,2,1,3,800
2024-04-15,15,3,1,5,2000
2024-04-15,15,4,2,1,1600
2024-04-15,15,5,1,2,700
2024-04-15,15,6,6,1,2600
2024-04-15,15,7,5,3,5800
2024-04-15,15,8,1,3,1600
2024-04-15,15,9,1,4,1200
2024-04-15,15,10,1,3,800
2024-04-15,15,11,3,4,3700
2024-04-15,17,1,1,3,800
2024-04-15,17,2,4,1,1300
2024-04-15,17,3,1,2,300
2024-04-15,17,4,2,1,1100
2024-04-15,17,5,3,1,1100
2024-04-15,17,6,6,1,3000
2024-04-15,17,7,3,6,5200
2024-04-15,17,8,1,3,500
2024-04-15,17,9,1,3,900
2024-04-15,17,10,1,2,900
2024-04-15,17,11,6,1,3000
2024-04-16,02,1,1,3,600
2024-04-16,02,2,3,1,1500
2024-04-16,02,3,1,3,800
2024-04-16,02,4,6,1,5200
2024-04-16,02,5,1,3,900
2024-04-16,02,6,6,4,6700
2024-04-16,02,7,3,1,1500
2024-04-16,02,8,1,6,1800
2024-04-16,02,9,5,1,2100
2024-04-16,02,10,1,2,600
2024-04-16,02,11,1,2,800
2024-04-16,02,12,4,1,1000
2024-04-16,11,1,1,2,700
2024-04-16,11,2,1,6,1200
2024-04-16,11,3,1,4,1200
2024-04-16,11,4,1,2,400
2024-04-16,11,5,1,5,1100
2024-04-16,11,6,1,4,1300
2024-04-16,11,7,1,2,600
2024-04-16,11,8,2,1,1400
2024-04-16,11,9,1,5,1000
2024-04-16,11,10,1,2,700
2024-04-16,17,1,1,2,700
2024-04-16,17,2,1,5,1600
2024-04-16,17,3,2,1,700
2024-04-16,17,4,2,5,6100
2024-04-16,17,5,1,6,1700
2024-04-16,17,6,3,1,900
2024-04-16,17,7,1,4,900
2024-04-16,17,8,1,5,1400
2024-04-16,17,9,1,2,600
2024-04-16,17,10,5,1,1900
2024-04-16,17,11,3,2,1900
2024-04-16,17,12,4,1,1300
2024-04-16,24,1,1,5,1200
2024-04-16,24,2,1,3,600
2024-04-16,24,3,1,5,800
2024-04-16,24,4,1,4,1000
2024-04-16,24,5,3,1,1000
2024-04-16,24,6,1,3,600
2024-04-16,24,7,1,3,700
2024-04-16,24,8,2,1,600
2024-04-16,24,9,6,1,1500
2024-04-16,24,10,4,1,1300
2024-04-16,24,11,4,1,1800
2024-04-16,22,1,3,6,6600
2024-04-16,22,2,2,3,4000
2024-04-16,22,3,2,1,1300
2024-04-16,22,4,2,5,5200
2024-04-16,22,5,1,4,1300
2024-04-16,22,6,1,3,1400
2024-04-16,22,7,4,1,1300
2024-04-16,22,8,1,4,600
2024-04-16,22,9,4,3,5500
2024-04-16,22,10,1,3,600
2024-04-16,22,11,2,1,1400
2024-04-16,04,1,3,1,1700
2024-04-16,04,2,1,4,800
2024-04-16,04,3,1,2,1200
2024-04-16,04,4,1,3,500
2024-04-16,04,5,1,6,1300
2024-04-16,04,6,1,5,900
2024-04-16,04,7,1,2,600
2024-04-16,04,8,1,2,900
2024-04-16,04,9,1,2,400
2024-04-16,04,10,1,3,900
2024-04-16,04,11,5,1,2000
2024-04-16,16,1,2,5,4400
2024-04-16,16,2,1,4,1100
2024-04-16,16,3,1,3,600
2024-04-16,16,4,2,1,1200
2024-04-16,16,5,2,1,900
2024-04-16,16,6,4,1,1100
2024-04-16,16,7,2,1,900
2024-04-16,16,8,4,5,9200
2024-04-16,16,9,1,2,800
2024-04-16,16,10,1,2,600
2024-04-16,16,11,2,1,600
2024-04-16,16,12,1,5,1400
2024-04-16,06,1,1,3,600
2024-04-16,06,2,1,4,1100
2024-04-16,06,3,1,3,600
2024-04-16,06,4,3,6,4300
2024-04-16,06,5,3,4,7000
2024-04-16,06,6,1,2,700
2024-04-16,06,7,1,2,700
2024-04-16,06,8,1,2,500
2024-04-16,06,9,1,3,900
2024-04-16,06,10,1,2,1000
2024-04-16,09,1,5,6,8400
2024-04-16,09,2,4,3,3400
2024-04-16,09,3,1,6,1600
2024-04-16,09,4,2,5,5700
2024-04-16,09,5,1,4,1000
2024-04-16,09,6,1,2,400
2024-04-16,09,7,1,2,600
2024-04-16,09,8,1,5,1100
2024-04-16,09,9,2,3,1700
2024-04-16,09,10,1,3,600
2024-04-16,09,11,3,2,2900
2024-04-16,14,1,1,4,800
2024-04-16,14,2,1,4,800
2024-04-16,14,3,2,1,900
2024-04-16,14,4,6,4,5200
2024-04-16,14,5,1,6,1400
2024-04-16,14,6,1,2,700
2024-04-16,14,7,1,3,400
2024-04-16,14,8,1,3,900
2024-04-16,14,9,1,4,1200
2024-04-16,14,10,3,6,4200
2024-04-17,13,1,4,6,6700
2024-04-17,13,2,5,1,2000
2024-04-17,13,3,1,4,1100
2024-04-17,13,4,1,6,1800
2024-04-17,13,5,1,3,1000
2024-04-17,13,6,2,1,1200
2024-04-17,13,7,4,1,1400
2024-04-17,13,8,1,6,1100
2024-04-17,13,9,1,3,900
2024-04-17,13,10,1,2,600
2024-04-17,13,11,1,3,700
2024-04-17,13,12,1,2,800
2024-04-17,23,1,1,4,1000
2024-04-17,23,2,1,3,900
2024-04-17,23,3,1,2,600
2024-04-17,23,4,2,3,2200
2024-04-17,23,5,2,1,1200
2024-04-17,23,6,1,3,800
2024-04-17,23,7,3,1,1200
2024-04-17,23,8,3,5,7000
2024-04-17,23,9,1,2,700
2024-04-17,23,10,5,2,2400
2024-04-17,23,11,1,2,700
2024-04-17,09,1,5,2,5000
2024-04-17,09,2,1,3,800
2024-04-17,09,3,1,6,1200
2024-04-17,09,4,2,3,2300
2024-04-17,09,5,3,1,1300
2024-04-17,09,6,2,1,1000
2024-04-17,09,7,1,2,600
2024-04-17,09,8,1,3,700
2024-04-17,09,9,4,1,1800
2024-04-17,09,10,2,3,1500
2024-04-17,14,1,1,3,500
2024-04-17,14,2,1,5,1300
2024-04-17,14,3,1,2,600
2024-04-17,14,4,1,2,600
2024-04-17,14,5,4,1,1200
2024-04-17,14,6,1,4,800
2024-04-17,14,7,1,2,1000
2024-04-17,14,8,1,3,600
2024-04-17,14,9,1,2,600
2024-04-17,14,10,6,1,2200
2024-04-17,05,1,1,3,700
2024-04-17,05,2,4,1,1900
2024-04-17,05,3,1,3,600
2024-04-17,05,4,1,2,400
2024-04-17,05,5,1,3,900
2024-04-17,05,6,2,1,1000
2024-04-17,05,7,6,2,10000
2024-04-17,05,8,6,1,2800
2024-04-17,05,9,2,1,1200
2024-04-17,05,10,1,2,500
2024-04-17,05,11,2,1,800
2024-04-17,15,1,1,6,1600
2024-04-17,15,2,1,5,1100
2024-04-17,15,3,6,4,8900
2024-04-17,15,4,2,1,1000
2024-04-17,15,5,6,1,3400
2024-04-17,15,6,1,5,1000
2024-04-17,15,7,1,5,900
2024-04-17,15,8,1,3,1000
2024-04-17,15,9,1,4,800
2024-04-17,15,10,1,3,1000
2024-04-17,15,11,1,2,700
2024-04-17,15,12,6,3,11500
2024-04-18,05,1,4,1,1800
2024-04-18,05,2,3,1,1200
2024-04-18,05,3,1,3,600
2024-04-18,05,4,1,5,2100
2024-04-18,05,5,2,1,900
2024-04-18,05,6,5,1,1300
2024-04-18,05,7,2,1,1000
2024-04-18,05,8,2,1,700
2024-04-18,05,9,1,2,700
